,DATA COMPETÊNCIA,CODIGO FILIAL,TIPO VEÍCULO,DIA_DA_SEMANA,JORNADA,QNT_ROTAS
342,2024-08-25,6,FORTE,Domingo,till 11,3
346,2024-08-25,6,FORTE,Domingo,till 12,3
350,2024-08-25,6,FORTE,Domingo,till 13,3
354,2024-08-25,6,FORTE,Domingo,till 14,2
358,2024-08-25,6,LEVE,Domingo,till 11,1
754,2024-08-26,170,FORTE,Segunda,till 12,2
853,2024-08-26,6,LEVE,Segunda,till 12,1
758,2024-08-26,170,LEVE,Segunda,till 9,1
750,2024-08-26,116,FORTE,Segunda,till 14,1
899,2024-08-26,116,LEVE,Segunda,till 8,1
895,2024-08-26,6,LEVE,Segunda,till 11,1
454,2024-08-26,75,FORTE,Segunda,till 12,1
742,2024-08-26,75,LEVE,Segunda,till 10,1
510,2024-08-26,170,FORTE,Segunda,till 8,3
506,2024-08-26,170,FORTE,Segunda,till 11,1
502,2024-08-26,170,FORTE,Segunda,till 10,3
498,2024-08-26,116,LEVE,Segunda,till 10,1
494,2024-08-26,116,FORTE,Segunda,till 9,1
490,2024-08-26,116,FORTE,Segunda,till 8,4
486,2024-08-26,116,FORTE,Segunda,till 13,2
482,2024-08-26,116,FORTE,Segunda,till 12,2
478,2024-08-26,116,FORTE,Segunda,till 11,1
474,2024-08-26,116,FORTE,Segunda,till 10,2
514,2024-08-26,170,FORTE,Segunda,till 9,6
470,2024-08-26,116,FORTE,Segunda,greater than 14,2
462,2024-08-26,75,FORTE,Segunda,till 9,5
458,2024-08-26,75,FORTE,Segunda,till 8,4
450,2024-08-26,75,FORTE,Segunda,till 10,4
446,2024-08-26,6,LEVE,Segunda,till 10,1
442,2024-08-26,6,FORTE,Segunda,till 14,1
438,2024-08-26,6,FORTE,Segunda,till 13,3
434,2024-08-26,6,FORTE,Segunda,till 12,4
430,2024-08-26,6,FORTE,Segunda,till 11,5
746,2024-08-26,75,LEVE,Segunda,till 8,1
422,2024-08-26,6,FORTE,Segunda,greater than 14,1
466,2024-08-26,75,LEVE,Segunda,till 9,2
518,2024-08-26,170,LEVE,Segunda,till 8,1
426,2024-08-26,6,FORTE,Segunda,till 10,2
730,2024-08-26,6,FORTE,Segunda,till 8,1
738,2024-08-26,75,FORTE,Segunda,till 11,1
734,2024-08-26,6,FORTE,Segunda,till 9,1
857,2024-08-27,116,FORTE,Terça,till 11,1
762,2024-08-27,6,FORTE,Terça,till 13,3
766,2024-08-27,116,FORTE,Terça,till 9,3
522,2024-08-27,6,FORTE,Terça,till 10,2
530,2024-08-27,6,FORTE,Terça,till 8,1
534,2024-08-27,6,FORTE,Terça,till 9,1
538,2024-08-27,75,FORTE,Terça,till 8,2
542,2024-08-27,75,FORTE,Terça,till 9,5
546,2024-08-27,116,FORTE,Terça,till 10,2
550,2024-08-27,116,FORTE,Terça,till 14,1
554,2024-08-27,116,FORTE,Terça,till 8,7
526,2024-08-27,6,FORTE,Terça,till 11,1
562,2024-08-27,170,LEVE,Terça,till 8,1
558,2024-08-27,170,FORTE,Terça,till 8,4
778,2024-08-28,116,FORTE,Quarta,till 12,1
566,2024-08-28,6,FORTE,Quarta,till 8,2
570,2024-08-28,75,FORTE,Quarta,till 8,3
574,2024-08-28,116,FORTE,Quarta,till 8,2
770,2024-08-28,75,LEVE,Quarta,till 8,1
774,2024-08-28,75,LEVE,Quarta,till 9,1
84,2024-08-29,170,FORTE,Quinta,till 10,1
89,2024-08-29,170,FORTE,Quinta,till 12,1
14,2024-08-29,6,FORTE,Quinta,till 13,3
104,2024-08-29,170,LEVE,Quinta,till 8,2
99,2024-08-29,170,FORTE,Quinta,till 9,6
862,2024-08-29,116,FORTE,Quinta,till 14,1
9,2024-08-29,6,FORTE,Quinta,till 10,1
4,2024-08-29,6,FORTE,Quinta,greater than 14,3
609,2024-08-29,116,LEVE,Quinta,till 8,1
94,2024-08-29,170,FORTE,Quinta,till 8,4
79,2024-08-29,116,LEVE,Quinta,till 11,1
69,2024-08-29,116,FORTE,Quinta,till 8,3
64,2024-08-29,116,FORTE,Quinta,till 11,2
59,2024-08-29,116,FORTE,Quinta,till 10,2
54,2024-08-29,116,FORTE,Quinta,greater than 14,2
49,2024-08-29,75,LEVE,Quinta,till 9,1
44,2024-08-29,75,FORTE,Quinta,till 9,6
904,2024-08-29,6,FORTE,Quinta,till 9,1
19,2024-08-29,6,FORTE,Quinta,till 14,2
24,2024-08-29,6,LEVE,Quinta,till 10,1
39,2024-08-29,75,FORTE,Quinta,till 11,2
29,2024-08-29,6,LEVE,Quinta,till 11,1
34,2024-08-29,75,FORTE,Quinta,till 10,4
74,2024-08-29,116,FORTE,Quinta,till 9,1
604,2024-08-29,116,FORTE,Quinta,till 13,2
909,2024-08-29,6,LEVE,Quinta,till 12,1
793,2024-08-29,116,FORTE,Quinta,till 12,2
599,2024-08-29,75,LEVE,Quinta,till 8,1
594,2024-08-29,75,LEVE,Quinta,till 10,1
589,2024-08-29,75,FORTE,Quinta,till 12,1
584,2024-08-29,6,FORTE,Quinta,till 12,4
783,2024-08-29,6,FORTE,Quinta,till 8,1
579,2024-08-29,6,FORTE,Quinta,till 11,5
788,2024-08-29,75,FORTE,Quinta,till 8,4
798,2024-08-29,170,FORTE,Quinta,till 11,1
803,2024-08-29,170,LEVE,Quinta,till 10,1
194,2024-08-30,170,FORTE,Sexta,till 11,1
818,2024-08-30,75,FORTE,Sexta,till 12,1
199,2024-08-30,170,FORTE,Sexta,till 8,3
867,2024-08-30,6,FORTE,Sexta,till 8,1
209,2024-08-30,170,LEVE,Sexta,till 8,1
189,2024-08-30,170,FORTE,Sexta,till 10,3
214,2024-08-30,170,LEVE,Sexta,till 9,1
204,2024-08-30,170,FORTE,Sexta,till 9,6
184,2024-08-30,116,FORTE,Sexta,till 8,4
159,2024-08-30,75,LEVE,Sexta,till 10,1
877,2024-08-30,116,FORTE,Sexta,till 14,1
174,2024-08-30,116,FORTE,Sexta,till 12,2
169,2024-08-30,116,FORTE,Sexta,till 11,1
164,2024-08-30,116,FORTE,Sexta,greater than 14,2
134,2024-08-30,6,LEVE,Sexta,till 11,1
872,2024-08-30,75,LEVE,Sexta,till 8,1
154,2024-08-30,75,FORTE,Sexta,till 9,5
149,2024-08-30,75,FORTE,Sexta,till 8,4
179,2024-08-30,116,FORTE,Sexta,till 13,2
129,2024-08-30,6,FORTE,Sexta,till 14,1
109,2024-08-30,6,FORTE,Sexta,greater than 14,1
119,2024-08-30,6,FORTE,Sexta,till 12,4
823,2024-08-30,116,LEVE,Sexta,till 12,1
614,2024-08-30,6,FORTE,Sexta,till 10,2
619,2024-08-30,6,LEVE,Sexta,till 10,1
624,2024-08-30,75,LEVE,Sexta,till 9,1
629,2024-08-30,116,FORTE,Sexta,till 10,2
808,2024-08-30,6,FORTE,Sexta,till 9,1
634,2024-08-30,116,FORTE,Sexta,till 9,1
639,2024-08-30,116,LEVE,Sexta,till 8,1
644,2024-08-30,170,FORTE,Sexta,till 13,2
813,2024-08-30,6,LEVE,Sexta,till 12,1
649,2024-08-30,170,LEVE,Sexta,till 11,1
144,2024-08-30,75,FORTE,Sexta,till 11,1
114,2024-08-30,6,FORTE,Sexta,till 11,5
882,2024-08-30,116,LEVE,Sexta,till 13,1
124,2024-08-30,6,FORTE,Sexta,till 13,3
139,2024-08-30,75,FORTE,Sexta,till 10,4
887,2024-08-31,170,LEVE,Sábado,till 10,1
654,2024-08-31,6,FORTE,Sábado,till 10,3
659,2024-08-31,6,FORTE,Sábado,till 11,4
689,2024-08-31,116,FORTE,Sábado,till 10,1
664,2024-08-31,6,FORTE,Sábado,till 12,4
694,2024-08-31,116,FORTE,Sábado,till 12,2
828,2024-08-31,6,FORTE,Sábado,till 8,2
679,2024-08-31,75,FORTE,Sábado,till 11,1
674,2024-08-31,6,LEVE,Sábado,till 8,1
334,2024-08-31,170,LEVE,Sábado,till 8,1
833,2024-08-31,6,LEVE,Sábado,till 11,1
329,2024-08-31,170,LEVE,Sábado,till 11,1
324,2024-08-31,170,FORTE,Sábado,till 9,5
319,2024-08-31,170,FORTE,Sábado,till 8,4
314,2024-08-31,170,FORTE,Sábado,till 12,2
309,2024-08-31,170,FORTE,Sábado,till 11,1
304,2024-08-31,170,FORTE,Sábado,till 10,3
299,2024-08-31,116,LEVE,Sábado,till 8,1
294,2024-08-31,116,FORTE,Sábado,till 9,3
289,2024-08-31,116,FORTE,Sábado,till 8,7
669,2024-08-31,6,FORTE,Sábado,till 9,1
279,2024-08-31,116,FORTE,Sábado,till 11,1
274,2024-08-31,116,FORTE,Sábado,greater than 14,2
269,2024-08-31,75,LEVE,Sábado,till 9,1
264,2024-08-31,75,LEVE,Sábado,till 10,1
259,2024-08-31,75,FORTE,Sábado,till 9,5
254,2024-08-31,75,FORTE,Sábado,till 8,2
249,2024-08-31,75,FORTE,Sábado,till 12,1
244,2024-08-31,75,FORTE,Sábado,till 10,5
239,2024-08-31,6,LEVE,Sábado,till 12,1
234,2024-08-31,6,LEVE,Sábado,till 10,1
229,2024-08-31,6,FORTE,Sábado,till 14,3
224,2024-08-31,6,FORTE,Sábado,till 13,3
219,2024-08-31,6,FORTE,Sábado,greater than 14,3
684,2024-08-31,75,LEVE,Sábado,till 8,1
284,2024-08-31,116,FORTE,Sábado,till 13,1
